filename,command,timestamp
1869_speech_true_Staubsauger_an,Staubsauger an,16.25
1873_speech_false_Licht_aus,Lüftung aus,10.9
1874_speech_false_Lüftung_an,Ofen an,8.65
1877_speech_true_Licht_an_Staubsauger_an,Staubsauger an,17.6
1883_speech_true_Lüftung_an,Staubsauger an,9.3
1884_speech_true_Heizung_aus,Alarm aus,7.95
1884_speech_true_Heizung_aus,Staubsauger aus,9.4
1900_speech_false_Licht_an,Alarm an,7.1
1901_speech_true_Lüftung_aus,Lüftung aus,16.05
1904_speech_false_Heizung_aus,Heizung aus,9.25
1906_speech_false_Radio_an,Ofen an,3.2
1907_speech_false_Staubsauger_an,Staubsauger an,16.75
1909_speech_false_Alarm_aus,Staubsauger aus,12.8
1922_speech_true_Licht_an,Licht an,15.9
1923_speech_true_Lüftung_aus,Lüftung aus,15.3
1924_speech_true_Heizung_aus,Heizung aus,15.4
1926_speech_true_Alarm_aus,Fernseher an,6.3
1928_speech_true_Staubsauger_an,Staubsauger an,13.65
1930_speech_false_Fernseher_an,Fernseher an,10.25
1933_speech_true_Heizung_an,Heizung an,6.7
1939_speech_false_Fernseher_aus,Alarm aus,3.55
1940_speech_false_Ofen_an,Ofen an,13.65
1942_speech_false_Radio_aus_Alarm_aus,Radio aus,10.55
1942_speech_false_Radio_aus_Alarm_aus,Staubsauger aus,11.65
1942_speech_false_Radio_aus_Alarm_aus,Ofen aus,11.75
1943_speech_true_Staubsauger_aus_Fernseher_an,Staubsauger aus,13.25
1945_speech_true_Fernseher_aus,Staubsauger aus,9.35
1947_speech_false_Heizung_an,Staubsauger an,2.65
1947_speech_false_Heizung_an,Heizung an,8.25
1952_speech_true_Licht_aus,Lüftung aus,10.3
1963_speech_false_Alarm_an,Alarm an,11.65
1966_speech_true_Ofen_aus,Staubsauger aus,8.8
1966_speech_true_Ofen_aus,Ofen aus,11.05
1967_speech_false_Fernseher_an,Fernseher an,14.65
1969_speech_false_Staubsauger_aus_Radio_an,Radio an,10.8
1970_speech_true_Alarm_aus_Lüftung_an,Licht an,2.9
1970_speech_true_Alarm_aus_Lüftung_an,Alarm aus,5.95
1970_speech_true_Alarm_aus_Lüftung_an,Lüftung an,11.9
1971_speech_true_Ofen_aus,Ofen aus,9.65
1972_speech_true_Heizung_aus,Heizung aus,6.4
1974_speech_true_Licht_an,Licht an,7.85
1975_speech_true_Heizung_an_Licht_aus_Staubsauger_an,Staubsauger aus,2.9
1976_speech_true_Radio_aus,Radio aus,14.7
1982_speech_true_Fernseher_an_Licht_aus,Staubsauger aus,5.15
1986_speech_true_Lüftung_an,Lüftung an,2.15
1987_speech_true_Radio_an,Radio an,15.5
1988_speech_false_Alarm_aus_Staubsauger_an,Staubsauger aus,4.7
1989_speech_true_Staubsauger_aus,Staubsauger aus,9.85
1991_speech_true_Radio_aus_Licht_an,Staubsauger aus,7.8
1991_speech_true_Radio_aus_Licht_an,Ofen aus,10.1
1991_speech_true_Radio_aus_Licht_an,Lüftung aus,12.9
1993_speech_true_Lüftung_an,Lüftung an,10.4
1994_speech_true_Radio_aus_Licht_an,Staubsauger an,20.55
1996_speech_false_Heizung_aus,Heizung aus,14.95
1997_speech_true_Radio_aus_Licht_an,Lüftung an,24.6
1999_speech_true_Fernseher_an_Heizung_aus,Heizung aus,20.75
2002_speech_false_Licht_an,Lüftung an,12.4
2004_speech_false_Fernseher_aus_Heizung_aus,Staubsauger aus,10.8
2004_speech_false_Fernseher_aus_Heizung_aus,Heizung aus,17.1
2005_speech_true_Lüftung_an_Licht_an,Staubsauger an,15.15
2005_speech_true_Lüftung_an_Licht_an,Lüftung aus,17.95
2005_speech_true_Lüftung_an_Licht_an,Lüftung an,17.95
2006_speech_true_Alarm_aus,Lüftung an,10.95
2006_speech_true_Alarm_aus,Alarm aus,13.5
2009_speech_false_Ofen_aus_Staubsauger_aus,Ofen aus,11.1
2009_speech_false_Ofen_aus_Staubsauger_aus,Staubsauger aus,13.85
2012_speech_false_Radio_aus,Radio aus,9.45
2015_speech_true_Ofen_aus_Alarm_an,Ofen aus,6.5
2015_speech_true_Ofen_aus_Alarm_an,Alarm an,15.15
2017_speech_false_Ofen_aus,Ofen aus,13.7
2019_speech_true_Heizung_an,Heizung an,16.6
2020_speech_true_Lüftung_an,Lüftung an,13.75
2021_speech_false_Radio_an,Radio an,11.3
2022_speech_true_Alarm_an,Alarm an,21.05
2023_speech_true_Licht_an,Licht an,8.0
